Timestamp,Power (kW)
5/17/2010 0:00,194.7
5/17/2010 0:15,193.2
5/17/2010 0:30,188.8
5/17/2010 0:45,191.5
5/17/2010 1:00,187.8
5/17/2010 1:15,201
5/17/2010 1:30,194.7
5/17/2010 1:45,193.8
5/17/2010 2:00,188.7
5/17/2010 2:15,185.5
5/17/2010 2:30,179.5
5/17/2010 2:45,190.3
5/17/2010 3:00,186.3
5/17/2010 3:15,182.1
5/17/2010 3:30,187.5
5/17/2010 3:45,193.5
5/17/2010 4:00,196.4
5/17/2010 4:15,185.9
5/17/2010 4:30,177.8
5/17/2010 4:45,183.3
5/17/2010 5:00,184.3
5/17/2010 5:15,191.5
5/17/2010 5:30,186.8
5/17/2010 5:45,193.8
5/17/2010 6:00,188.6
5/17/2010 6:15,180.8
5/17/2010 6:30,198.8
5/17/2010 6:45,190.1
5/17/2010 7:00,172.6
5/17/2010 7:15,191.6
5/17/2010 7:30,207.2
5/17/2010 7:45,214.1
5/17/2010 8:00,215.4
5/17/2010 8:15,302.8
5/17/2010 8:30,294.2
5/17/2010 8:45,283.8
5/17/2010 9:00,283.8
5/17/2010 9:15,282.1
5/17/2010 9:30,283.3
5/17/2010 9:45,283.1
5/17/2010 10:00,281.5
5/17/2010 10:15,285.9
5/17/2010 10:30,279.7
5/17/2010 10:45,288.8
5/17/2010 11:00,286.6
5/17/2010 11:15,287.4
5/17/2010 11:30,292.1
5/17/2010 11:45,289.2
5/17/2010 12:00,290.3
5/17/2010 12:15,293
5/17/2010 12:30,292.9
5/17/2010 12:45,288.5
5/17/2010 13:00,287.9
5/17/2010 13:15,291.6
5/17/2010 13:30,288.8
5/17/2010 13:45,293.1
5/17/2010 14:00,288.7
5/17/2010 14:15,295.5
5/17/2010 14:30,302.1
5/17/2010 14:45,290.2
5/17/2010 15:00,292
5/17/2010 15:15,293.6
5/17/2010 15:30,286.8
5/17/2010 15:45,294.2
5/17/2010 16:00,286.1
5/17/2010 16:15,293.1
5/17/2010 16:30,287.3
5/17/2010 16:45,295
5/17/2010 17:00,290.9
5/17/2010 17:15,295.9
5/17/2010 17:30,294.6
5/17/2010 17:45,302.1
5/17/2010 18:00,291.9
5/17/2010 18:15,289.2
5/17/2010 18:30,294.3
5/17/2010 18:45,286.4
5/17/2010 19:00,283
5/17/2010 19:15,295.1
5/17/2010 19:30,293.9
5/17/2010 19:45,282.7
5/17/2010 20:00,286.9
5/17/2010 20:15,333.2
5/17/2010 20:30,336.4
5/17/2010 20:45,372.8
5/17/2010 21:00,365.5
5/17/2010 21:15,320
5/17/2010 21:30,318.6
5/17/2010 21:45,324
5/17/2010 22:00,316.2
5/17/2010 22:15,311.4
5/17/2010 22:30,317
5/17/2010 22:45,337.4
5/17/2010 23:00,346
5/17/2010 23:15,219.7
5/17/2010 23:30,253.9
5/17/2010 23:45,214.8
5/18/2010 0:00,183.8
5/18/2010 0:15,197.3
5/18/2010 0:30,211.4
5/18/2010 0:45,179.7
5/18/2010 1:00,179.2
5/18/2010 1:15,200.7
5/18/2010 1:30,188.5
5/18/2010 1:45,176.6
5/18/2010 2:00,182.5
5/18/2010 2:15,205.7
5/18/2010 2:30,217.5
5/18/2010 2:45,191.6
5/18/2010 3:00,205.1
5/18/2010 3:15,207.6
5/18/2010 3:30,183.8
5/18/2010 3:45,187.3
5/18/2010 4:00,184.6
5/18/2010 4:15,205.2
5/18/2010 4:30,193.4
5/18/2010 4:45,184.6
5/18/2010 5:00,179.5
5/18/2010 5:15,213.3
5/18/2010 5:30,199.6
5/18/2010 5:45,184.7
5/18/2010 6:00,202.8
5/18/2010 6:15,197.2
5/18/2010 6:30,172.1
5/18/2010 6:45,177.7
5/18/2010 7:00,194.8
5/18/2010 7:15,180.4
5/18/2010 7:30,194.9
5/18/2010 7:45,230.8
5/18/2010 8:00,207.4
5/18/2010 8:15,288.8
5/18/2010 8:30,304.3
5/18/2010 8:45,331.9
5/18/2010 9:00,284.7
5/18/2010 9:15,281
5/18/2010 9:30,306.4
5/18/2010 9:45,294.1
5/18/2010 10:00,291.6
5/18/2010 10:15,330.5
5/18/2010 10:30,318
5/18/2010 10:45,285.2
5/18/2010 11:00,325.4
5/18/2010 11:15,326.4
5/18/2010 11:30,293.9
5/18/2010 11:45,293.8
5/18/2010 12:00,293.3
5/18/2010 12:15,295.6
5/18/2010 12:30,301.6
5/18/2010 12:45,283.2
5/18/2010 13:00,298.1
5/18/2010 13:15,338.7
5/18/2010 13:30,339.2
5/18/2010 13:45,301.5
5/18/2010 14:00,298.2
5/18/2010 14:15,297.2
5/18/2010 14:30,297.1
5/18/2010 14:45,320.9
5/18/2010 15:00,350.2
5/18/2010 15:15,294.2
5/18/2010 15:30,345
5/18/2010 15:45,345.7
5/18/2010 16:00,284.4
5/18/2010 16:15,301
5/18/2010 16:30,304
5/18/2010 16:45,321.2
5/18/2010 17:00,349.7
5/18/2010 17:15,295.4
5/18/2010 17:30,294
5/18/2010 17:45,292.9
5/18/2010 18:00,295.3
5/18/2010 18:15,288.7
5/18/2010 18:30,294.9
5/18/2010 18:45,282.9
5/18/2010 19:00,279.2
5/18/2010 19:15,288.8
5/18/2010 19:30,291.5
5/18/2010 19:45,285.4
5/18/2010 20:00,276.5
5/18/2010 20:15,328.8
5/18/2010 20:30,339
5/18/2010 20:45,342.3
5/18/2010 21:00,335.4
5/18/2010 21:15,327.3
5/18/2010 21:30,320.2
5/18/2010 21:45,313
5/18/2010 22:00,322.1
5/18/2010 22:15,312.6
5/18/2010 22:30,313.4
5/18/2010 22:45,308.4
5/18/2010 23:00,306.8
5/18/2010 23:15,234.2
5/18/2010 23:30,226.5
5/18/2010 23:45,186.1
5/19/2010 0:00,186.6
5/19/2010 0:15,181
5/19/2010 0:30,176.7
5/19/2010 0:45,175.5
5/19/2010 1:00,179.5
5/19/2010 1:15,182.7
5/19/2010 1:30,176.6
5/19/2010 1:45,184.1
5/19/2010 2:00,180.7
5/19/2010 2:15,177.8
5/19/2010 2:30,181.4
5/19/2010 2:45,184.5
5/19/2010 3:00,182.8
5/19/2010 3:15,183.6
5/19/2010 3:30,180.7
5/19/2010 3:45,190.1
5/19/2010 4:00,187.8
5/19/2010 4:15,180
5/19/2010 4:30,177.5
5/19/2010 4:45,179.6
5/19/2010 5:00,179.5
5/19/2010 5:15,187.7
5/19/2010 5:30,177.7
5/19/2010 5:45,185.8
5/19/2010 6:00,180.7
5/19/2010 6:15,178.1
5/19/2010 6:30,172.6
5/19/2010 6:45,172
5/19/2010 7:00,168.9
5/19/2010 7:15,196.1
5/19/2010 7:30,207.8
5/19/2010 7:45,208.3
5/19/2010 8:00,208.7
5/19/2010 8:15,290.3
5/19/2010 8:30,285.5
5/19/2010 8:45,281.8
5/19/2010 9:00,284.3
5/19/2010 9:15,287.2
5/19/2010 9:30,290.4
5/19/2010 9:45,286.8
5/19/2010 10:00,289.6
5/19/2010 10:15,290.1
5/19/2010 10:30,288.4
5/19/2010 10:45,289
5/19/2010 11:00,286.8
5/19/2010 11:15,302.4
5/19/2010 11:30,303.6
5/19/2010 11:45,299.6
5/19/2010 12:00,299
5/19/2010 12:15,302.3
5/19/2010 12:30,300.2
5/19/2010 12:45,294.3
5/19/2010 13:00,291.3
5/19/2010 13:15,292.5
5/19/2010 13:30,294.3
5/19/2010 13:45,293
5/19/2010 14:00,291.8
5/19/2010 14:15,293
5/19/2010 14:30,290.4
5/19/2010 14:45,293.2
5/19/2010 15:00,297.5
5/19/2010 15:15,294.6
5/19/2010 15:30,294.5
5/19/2010 15:45,294.6
5/19/2010 16:00,296.6
5/19/2010 16:15,298
5/19/2010 16:30,300.8
5/19/2010 16:45,297.4
5/19/2010 17:00,293.6
5/19/2010 17:15,291.7
5/19/2010 17:30,289.8
5/19/2010 17:45,289.6
5/19/2010 18:00,292.5
5/19/2010 18:15,289.9
5/19/2010 18:30,290.6
5/19/2010 18:45,289.4
5/19/2010 19:00,291.2
5/19/2010 19:15,282.9
5/19/2010 19:30,292.8
5/19/2010 19:45,289.7
5/19/2010 20:00,291.8
5/19/2010 20:15,331.8
5/19/2010 20:30,342.3
5/19/2010 20:45,342.2
5/19/2010 21:00,349.3
5/19/2010 21:15,346.8
5/19/2010 21:30,348.4
5/19/2010 21:45,338.6
5/19/2010 22:00,337.3
5/19/2010 22:15,320.8
5/19/2010 22:30,318.4
5/19/2010 22:45,313.6
5/19/2010 23:00,310.8
5/19/2010 23:15,231.7
5/19/2010 23:30,235.7
5/19/2010 23:45,196.4
5/20/2010 0:00,195.4
5/20/2010 0:15,185.7
5/20/2010 0:30,185.1
5/20/2010 0:45,187.8
5/20/2010 1:00,184.9
5/20/2010 1:15,193
5/20/2010 1:30,189.5
5/20/2010 1:45,190.3
5/20/2010 2:00,191
5/20/2010 2:15,188.4
5/20/2010 2:30,190.4
5/20/2010 2:45,196.1
5/20/2010 3:00,190.6
5/20/2010 3:15,183.4
5/20/2010 3:30,183.5
5/20/2010 3:45,185
5/20/2010 4:00,192.9
5/20/2010 4:15,186.6
5/20/2010 4:30,189.2
5/20/2010 4:45,182
5/20/2010 5:00,180.1
5/20/2010 5:15,182.1
5/20/2010 5:30,175.7
5/20/2010 5:45,181.2
5/20/2010 6:00,175.7
5/20/2010 6:15,175.3
5/20/2010 6:30,177.1
5/20/2010 6:45,171.8
5/20/2010 7:00,165.7
5/20/2010 7:15,200.5
5/20/2010 7:30,211.3
5/20/2010 7:45,203.9
5/20/2010 8:00,207.8
5/20/2010 8:15,284.6
5/20/2010 8:30,279.8
5/20/2010 8:45,281.5
5/20/2010 9:00,279.9
5/20/2010 9:15,281.5
5/20/2010 9:30,278.3
5/20/2010 9:45,278.4
5/20/2010 10:00,284
5/20/2010 10:15,277
5/20/2010 10:30,280.4
5/20/2010 10:45,283.7
5/20/2010 11:00,291.3
5/20/2010 11:15,305.6
5/20/2010 11:30,299.2
5/20/2010 11:45,294.5
5/20/2010 12:00,292.2
5/20/2010 12:15,297.3
5/20/2010 12:30,297.6
5/20/2010 12:45,288.4
5/20/2010 13:00,287.4
5/20/2010 13:15,290.9
5/20/2010 13:30,297.8
5/20/2010 13:45,298.2
5/20/2010 14:00,296.9
5/20/2010 14:15,291.5
5/20/2010 14:30,294.3
5/20/2010 14:45,292.8
5/20/2010 15:00,292.2
5/20/2010 15:15,298.2
5/20/2010 15:30,298.4
5/20/2010 15:45,290.8
5/20/2010 16:00,288.8
5/20/2010 16:15,305
5/20/2010 16:30,297.8
5/20/2010 16:45,289.1
5/20/2010 17:00,284.7
5/20/2010 17:15,288.9
5/20/2010 17:30,287.4
5/20/2010 17:45,290.5
5/20/2010 18:00,285.6
5/20/2010 18:15,286.9
5/20/2010 18:30,286.3
5/20/2010 18:45,285
5/20/2010 19:00,282.4
5/20/2010 19:15,292.8
5/20/2010 19:30,290.3
5/20/2010 19:45,289.2
5/20/2010 20:00,291.9
5/20/2010 20:15,317.6
5/20/2010 20:30,328.3
5/20/2010 20:45,329.2
5/20/2010 21:00,327.4
5/20/2010 21:15,328
5/20/2010 21:30,321.5
5/20/2010 21:45,316.7
5/20/2010 22:00,314.5
5/20/2010 22:15,308.1
5/20/2010 22:30,307.7
5/20/2010 22:45,304.3
5/20/2010 23:00,305.3
5/20/2010 23:15,221
5/20/2010 23:30,219.7
5/20/2010 23:45,184.2
5/21/2010 0:00,183.2
5/21/2010 0:15,176.7
5/21/2010 0:30,176.2
5/21/2010 0:45,176.1
5/21/2010 1:00,176.4
5/21/2010 1:15,181
5/21/2010 1:30,181.1
5/21/2010 1:45,181.4
5/21/2010 2:00,183.7
5/21/2010 2:15,182.2
5/21/2010 2:30,180.9
5/21/2010 2:45,184.4
5/21/2010 3:00,174.8
5/21/2010 3:15,175
5/21/2010 3:30,177.4
5/21/2010 3:45,188.9
5/21/2010 4:00,194.2
5/21/2010 4:15,186.2
5/21/2010 4:30,182.4
5/21/2010 4:45,183.7
5/21/2010 5:00,193.3
5/21/2010 5:15,183.7
5/21/2010 5:30,186
5/21/2010 5:45,182.3
5/21/2010 6:00,186
5/21/2010 6:15,177.6
5/21/2010 6:30,173.2
5/21/2010 6:45,169.2
5/21/2010 7:00,168.7
5/21/2010 7:15,185
5/21/2010 7:30,201.9
5/21/2010 7:45,212.9
5/21/2010 8:00,204.3
5/21/2010 8:15,288.3
5/21/2010 8:30,285.8
5/21/2010 8:45,284.8
5/21/2010 9:00,283.8
5/21/2010 9:15,283.7
5/21/2010 9:30,276.5
5/21/2010 9:45,278.5
5/21/2010 10:00,282.2
5/21/2010 10:15,283.7
5/21/2010 10:30,288.9
5/21/2010 10:45,282.9
5/21/2010 11:00,289.8
5/21/2010 11:15,286.2
5/21/2010 11:30,287.8
5/21/2010 11:45,293.7
5/21/2010 12:00,294.2
5/21/2010 12:15,297.7
5/21/2010 12:30,299
5/21/2010 12:45,280.6
5/21/2010 13:00,286.3
5/21/2010 13:15,290.6
5/21/2010 13:30,287.3
5/21/2010 13:45,283.3
5/21/2010 14:00,289.6
5/21/2010 14:15,287.9
5/21/2010 14:30,291.6
5/21/2010 14:45,291.7
5/21/2010 15:00,289.2
5/21/2010 15:15,300
5/21/2010 15:30,311.9
5/21/2010 15:45,298.3
5/21/2010 16:00,295.4
5/21/2010 16:15,294.5
5/21/2010 16:30,296.3
5/21/2010 16:45,291.5
5/21/2010 17:00,290.5
5/21/2010 17:15,294.9
5/21/2010 17:30,289.9
5/21/2010 17:45,293.3
5/21/2010 18:00,286.3
5/21/2010 18:15,290.1
5/21/2010 18:30,293.4
5/21/2010 18:45,275.6
5/21/2010 19:00,280.5
5/21/2010 19:15,287.3
5/21/2010 19:30,283.3
5/21/2010 19:45,279.1
5/21/2010 20:00,275.3
5/21/2010 20:15,310
5/21/2010 20:30,334.6
5/21/2010 20:45,331.2
5/21/2010 21:00,335.2
5/21/2010 21:15,323.8
5/21/2010 21:30,331.8
5/21/2010 21:45,322
5/21/2010 22:00,311.9
5/21/2010 22:15,310.2
5/21/2010 22:30,313.5
5/21/2010 22:45,307
5/21/2010 23:00,305
5/21/2010 23:15,217.1
5/21/2010 23:30,228.3
5/21/2010 23:45,183.1